,0,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3
1860,Milde,Mqldh,Mzldh,Mdldr,Meldo,Mildo,Moldi
1861,Stab,Stzb,Sthb,Strb,Steb,Stob,Stüb
1862,Blond,Blynd,Blcnd,Blynd,Bland,Blend,Blend
1863,Wurf,Wfrf,Wzrf,Wzrf,Werf,Würf,Werf
1864,Gurke,Gsrkx,Gprkf,Gsrky,Gerki,Gurko,Girka
1865,Irren,Jrrcn,Krrbn,Srrgn,Arrun,Irran,Urrun
1866,Elke,Plkg,Mlkb,Mlkj,Älke,Olki,Älki
1867,Nerve,Nbrvh,Nkrvc,Ncrvt,Nörvo,Narvu,Narvo
1868,Ladys,Ljdys,Lddys,Lqdys,Lidys,Lädys,Lidys
1869,Pius,Pdqs,Pdms,Pjgs,Pües,Pios,Pios
1870,Jans,Jcns,Jkns,Jdns,Jäns,Jüns,Juns
1871,Heber,Hlbmr,Hjbsr,Hsbrr,Hubür,Hubor,Höbur
1872,Rum,Rwm,Rtm,Rkm,Rüm,Rim,Rem
1873,Rains,Rvcns,Rkkns,Rbqns,Rians,Roans,Räens
1874,zivil,zfvnl,zhvcl,zqvsl,zäval,zovul,zevol
1875,Kais,Khts,Kcxs,Kxds,Keos,Keös,Kois
1876,Miste,Mhsth,Mrsts,Mxstv,Masto,Mestu,Mestu
1877,Murrt,Mrrrt,Mqrrt,Myrrt,Morrt,Merrt,Mirrt
1878,Runen,Rknyn,Rdnln,Rtnwn,Rünin,Rönon,Rinün
1879,Klar,Klrr,Klcr,Klcr,Klür,Kler,Klur
1880,decke,dwckn,dzckr,dvckm,docku,dacke,ducka
1881,Tuere,Tztrt,Tthrn,Tpyrj,Taeru,Tiiro,Tuire
1882,Idol,Jdjl,Cdll,Sddl,Udöl,Idel,Adal
1883,Beos,Bfws,Bbzs,Bmqs,Bees,Bous,Buus
1884,Fair,Fhjr,Fxzr,Fwxr,Foor,Fuär,Faer
1885,Als,Jls,Dls,Rls,Els,Els,Ils
1886,cool,cgbl,cwjl,cycl,cäil,cöal,coel
1887,aefft,tffft,yhfft,jbfft,iafft,eufft,iifft
1888,senkt,sznkt,swnkt,swnkt,sankt,sonkt,sunkt
1889,litt,lptt,lwtt,lwtt,lett,latt,latt
1890,Deckt,Dyckt,Dnckt,Djckt,Dickt,Dickt,Däckt
1891,Woge,Wrgx,Wmgz,Wcgh,Wego,Wäga,Wogi
1892,Erz,Mrz,Hrz,Prz,Urz,Orz,Arz
1893,Ozean,Tzhrn,Tzbfn,Pzwdn,Üzuon,Uzaon,Izöün
1894,zugab,zvgsb,zrgwb,zrgsb,zagab,zigub,zogeb
1895,Ahmt,Qhmt,Phmt,Vhmt,Ohmt,Ihmt,Ohmt
1896,Taft,Tfft,Trft,Tdft,Tuft,Tuft,Teft
1897,Boote,Bfxtk,Bcntl,Bvwtk,Baiti,Bouto,Büute
1898,her,hpr,hqr,hpr,hür,har,hur
1899,bange,bhngx,brngl,bgngx,bingo,bingö,bungo
1900,Hefte,Hqftr,Hfftz,Hyftv,Heftu,Hofta,Huftü
1901,Wisch,Wmsch,Whsch,Wssch,Wasch,Wösch,Wesch
1902,Egel,Pgyl,Cgfl,Cgyl,Ögol,Ogal,Ugil
1903,Vatis,Vntws,Vctbs,Vztks,Votes,Votes,Votos
1904,alpha,blphq,glphn,plphk,alphe,alphä,ilpha
1905,Kaut,Kxnt,Kwyt,Kgvt,Koat,Kiot,Käot
1906,Endes,Hndws,Bndms,Nndqs,Ondus,Undus,Undes
1907,Liege,Lvpgl,Lmsgt,Lbngk,Luige,Loagu,Loage
1908,Was,Wts,Wrs,Wps,Wes,Wis,Wos
1909,Biers,Bmgrs,Bxqrs,Bfgrs,Buars,Buärs,Bears
1910,Steif,Stvgf,Stshf,Stbdf,Stauf,Staef,Staef
1911,Tees,Tbss,Tvys,Tkss,Teas,Tiös,Töos
1912,Kurie,Kmrxn,Kdrxf,Kprwn,Küroü,Koräo,Küruo
1913,Baske,Bgskq,Bhskj,Bvsky,Büskä,Buska,Biski
1914,Kegel,Kpgyl,Kmgrl,Klgwl,Kugal,Kagel,Kagal
1915,ekel,pkql,nkxl,hkdl,ekal,ukil,akil
1916,begab,bjgqb,bmgpb,bbgmb,bageb,bogüb,bugub
1917,Boxen,Brxwn,Bwxmn,Bvxzn,Bixün,Baxun,Boxan
1918,Darin,Dgrcn,Dkrmn,Dkrnn,Darun,Duron,Dorün
1919,hoher,hchpr,hshhr,hchtr,heher,hiher,hahur
1920,Zahns,Zxhns,Zmhns,Zlhns,Zuhns,Zuhns,Zehns
1921,Guss,Gbss,Gwss,Gsss,Gass,Gess,Güss
1922,Gong,Gyng,Gyng,Gzng,Geng,Gung,Gäng
1923,lebst,lcbst,ljbst,lbbst,libst,lübst,labst
1924,Tanja,Tdnjp,Tfnjx,Tznjq,Tenja,Tonjo,Tenjä
1925,wohin,wnhkn,wyhzn,wkhpn,wihin,wahun,wihun
1926,Kuehl,Kmshl,Kwjhl,Kdbhl,Keehl,Kuihl,Kiohl
1927,Mein,Mlln,Mdyn,Mzdn,Mien,Maon,Moan
1928,reime,rddmg,rkhmg,rcmml,reumu,riamä,roamö
1929,Stets,Stlts,Stjts,Stwts,Stits,Stits,Stits
1930,Gute,Gsth,Gjts,Gstd,Gutü,Geti,Gitü
1931,Kippt,Ktppt,Kgppt,Kfppt,Köppt,Kuppt,Keppt
1932,Haien,Hcsxn,Hnyhn,Hkfln,Haaen,Hoiön,Huoun
1933,Kalt,Kklt,Kclt,Kmlt,Kolt,Kolt,Kilt
1934,Skier,Skpvr,Skzcr,Skdbr,Skäir,Skuer,Skuur
1935,prall,prnll,prfll,przll,prull,prell,prull
1936,Sauer,Sgjzr,Snybr,Slkdr,Siuir,Söoir,Soior
1937,Haelt,Hnqlt,Hzxlt,Hkdlt,Hiult,Haalt,Huelt
1938,merkt,mhrkt,mjrkt,mtrkt,mürkt,mörkt,märkt
1939,Teig,Txng,Thpg,Tnwg,Tuig,Taeg,Taeg
1940,Vopo,Vppc,Vbpz,Vqps,Vöpo,Vipe,Vüpe
1941,Rund,Rknd,Rpnd,Rqnd,Rond,Rend,Rend
1942,loses,lzsps,lnsws,lrsls,lisus,lisis,lasas
1943,Kopfe,Kfpfg,Kypfs,Kxpfd,Kipfä,Käpfe,Kopfi
1944,Braut,Brwlt,Brzlt,Brklt,Breat,Broet,Briut
1945,Plato,Plhtn,Plktl,Plnty,Plati,Plüti,Plitu
1946,Bar,Byr,Bdr,Bfr,Bor,Ber,Ber
1947,Mary,Mnry,Mwry,Mrry,Mery,Mury,Mury
1948,Leert,Ldzrt,Llbrt,Lcmrt,Luert,Luürt,Loirt
1949,eins,dgns,lyns,qhns,öüns,uuns,aens
1950,wies,wmys,wrns,wrcs,wios,wois,wuos
1951,eich,sdch,bnch,pmch,öoch,äech,aöch
1952,gib,gbb,gzb,gdb,gub,gäb,gob
1953,keine,kylnd,kdxns,kcxnh,kiane,kuene,kaeni
1954,ungut,hngnt,xngft,vngpt,angit,ungot,unget
1955,Kick,Knck,Kvck,Ktck,Käck,Kück,Köck
1956,Rost,Rxst,Rnst,Rtst,Rist,Rist,Rüst
1957,luegt,ljggt,ltxgt,lftgt,laegt,liugt,luigt
1958,Abo,Xbm,Lbz,Xbk,Ebu,Öbi,Iba
1959,walle,wklll,wrllh,wbllh,wülla,willu,willi
1960,Sony,Stny,Scny,Ssny,Sany,Sany,Sany
1961,starb,stgrb,stvrb,stcrb,sterb,stärb,stärb
1962,Trat,Trct,Trzt,Trht,Trit,Tret,Trot
1963,Kante,Kkntr,Knntv,Khntx,Kinti,Kontä,Kentä
1964,Gasen,Gvsyn,Grsdn,Ggstn,Gesun,Gäsun,Gesin
1965,Sehne,Sfhny,Sghnc,Sjhnn,Sahnü,Sühnu,Suhne
1966,Her,Hfr,Hkr,Hvr,Har,Hir,Här
1967,Lippe,Lmppm,Lbppc,Lzppr,Luppo,Leppa,Luppo
1968,purer,pfrgr,pkrlr,plrnr,purar,parer,parur
1969,wetzt,wdtzt,wmtzt,wgtzt,wotzt,wätzt,watzt
1970,klaut,klnnt,klyjt,klcft,kloät,kleit,kloüt
1971,Flaum,Fljlm,Flpgm,Flbtm,Flaem,Floem,Fliem
1972,Mohn,Mwhn,Mdhn,Mfhn,Mehn,Mehn,Mihn
1973,Roher,Rfhnr,Rqhfr,Rxhrr,Rohor,Rohür,Rohür
1974,Sand,Sxnd,Spnd,Sfnd,Sund,Sond,Sönd
1975,Warb,Wsrb,Wqrb,Wxrb,Wirb,Wärb,Werb
1976,Argen,Xrgkn,Jrgdn,Drgbn,Ergän,Irgen,Ärgin
1977,Celle,Cbllg,Ctlld,Crllg,Culla,Collo,Cülle
1978,drall,drbll,drkll,drtll,droll,droll,dräll
1979,Lebte,Ldbtp,Lbbtc,Lgbtn,Labtö,Lobte,Lübtu
1980,Wurms,Wtrms,Wfrms,Wlrms,Wirms,Würms,Wärms
1981,geile,gcdlm,grnlt,gfhlt,guili,gaula,giili
1982,Kubus,Kgbrs,Kjbqs,Kjbls,Kebes,Kubäs,Kebas
1983,Lobby,Lbbby,Lwbby,Lnbby,Lubby,Lübby,Labby
1984,netto,nnttk,nrttq,ndttk,nätta,nittu,notte
1985,blick,blbck,bljck,blyck,bleck,bluck,bluck
1986,Irrem,Vrrmm,Xrrpm,Brrbm,Arram,Örrum,Errum
1987,Toben,Txbmn,Tybkn,Twbqn,Tobun,Toban,Tuban
1988,Pro,Prb,Prj,Prj,Pra,Pru,Prü
1989,daher,dfhqr,dthdr,dchhr,diher,duhar,dihor
1990,leere,lwmrw,lyxrg,lsgrs,lierä,loirö,liuro
1991,Unze,Qnzp,Gnzf,Vnzs,Inzu,Unzi,Önzü
1992,messt,mlsst,mnsst,mnsst,mösst,mosst,müsst
1993,Neffe,Nxffh,Nkffd,Nlffv,Nöffe,Naffe,Nuffu
1994,magst,mtgst,mbgst,mvgst,mugst,mügst,megst
1995,Rums,Rzms,Rvms,Rhms,Rims,Rems,Rems
1996,Linus,Lxnzs,Lknms,Llnfs,Linis,Lenus,Lonis
1997,Werk,Wkrk,Wvrk,Wzrk,Work,Würk,Wirk
1998,Esse,Jssq,Tssy,Dsst,Essi,Issa,Usse
1999,Elch,Flch,Llch,Vlch,Ilch,Ulch,Älch
2000,Sahne,Syhnb,Srhns,Sfhnc,Sehno,Sehni,Sahno
2001,tunkt,trnkt,tqnkt,thnkt,tonkt,tonkt,tonkt
2002,Heino,Hhyns,Hmpnh,Hflnz,Hiönü,Haino,Hoone
2003,woran,wgrsn,wxrtn,wlrrn,wuran,würün,wurin
2004,lang,llng,lfng,lcng,lung,ling,läng
2005,ehe,zhg,yhy,jhf,ehi,ohü,ohu
2006,Moll,Mnll,Mmll,Mrll,Mell,Müll,Mull
2007,Part,Ptrt,Pxrt,Pjrt,Purt,Pert,Purt
2008,Nahmt,Nlhmt,Nthmt,Nhhmt,Nähmt,Nuhmt,Nohmt
2009,Tote,Tntz,Tpth,Tdtb,Töto,Töti,Tötä
2010,warnt,wvrnt,wmrnt,wyrnt,wurnt,wurnt,wernt
2011,Vamp,Vsmp,Vkmp,Vxmp,Vump,Vump,Vömp
2012,Oel,Jml,Qvl,Sfl,Ool,Uol,Oal
2013,Beben,Brbln,Bqbrn,Bcbmn,Biben,Bibun,Bubun
2014,Leier,Lnqpr,Lychr,Llfdr,Louar,Lioir,Lüiir
2015,backt,bwckt,bqckt,bcckt,beckt,bickt,buckt
2016,darf,dxrf,dbrf,dgrf,dirf,dorf,derf
2017,waren,wyrhn,wjrzn,wkryn,waron,waran,wiran
2018,keimt,kssmt,knwmt,kknmt,koamt,koemt,keamt
2019,Wut,Wht,Wft,Wyt,Wat,Wot,Wet
2020,Raues,Rgtks,Rkfzs,Rrbms,Roais,Röuis,Ruois
2021,abhob,bbhcb,jbhjb,hbhjb,abhab,obhub,äbhüb
2022,Bongo,Bcngz,Blngq,Blngq,Bengo,Bingo,Bungi
2023,Baust,Bqqst,Byjst,Bncst,Baist,Buüst,Biost
2024,endet,qndst,gndlt,nndrt,öndit,ondot,endat
2025,anzog,snzzg,hnzzg,fnzkg,inzig,unzog,onzog
2026,Genen,Gxncn,Gknkn,Gvnhn,Ginen,Genän,Ganin
2027,Iran,Srgn,Grmn,Trzn,Arin,Erin,Iron
2028,Roete,Rkctc,Rvqty,Rzjtx,Reöta,Rieti,Ruuto
2029,Urne,Rrnz,Brnr,Drnp,Erne,Urnu,Örni
2030,Ratte,Rjttx,Rvttl,Rhttn,Rotta,Retti,Rotta
2031,nicke,nqckj,nlckr,npckj,näcko,nucko,nocko
2032,Gelee,Ghlyx,Gdlzy,Gylvp,Guluo,Galea,Gilee
2033,Wahns,Wrhns,Wjhns,Wrhns,Wehns,Wihns,Wihns
2034,Baum,Bvjm,Bkjm,Bmkm,Boum,Biom,Biäm
2035,Sekt,Sckt,Smkt,Stkt,Sukt,Sükt,Sikt
2036,Laser,Lvsbr,Lwsfr,Lmsvr,Lusor,Losir,Läsir
2037,Texte,Tvxtf,Tfxtw,Twxtf,Taxti,Toxtü,Taxti
2038,oder,ddyr,mdyr,bdvr,edör,edir,idor
2039,Geist,Gmcst,Gsxst,Gkzst,Goist,Goäst,Guost
2040,stand,stknd,stcnd,stsnd,stünd,stind,stönd
2041,Nuss,Nxss,Ntss,Ngss,Niss,Noss,Niss
2042,Decke,Dfckn,Dvckz,Dcckd,Decko,Docko,Dockü
2043,Lager,Lxgwr,Lmghr,Lbgzr,Lügür,Logör,Legor
2044,Hindu,Hkndx,Hbndk,Hjndn,Honde,Hondu,Handi
2045,Pokal,Prkfl,Pjkdl,Pdkhl,Pekül,Pakel,Peköl
2046,Aber,Lbqr,Pbtr,Fbjr,Ibur,Über,Ubor
2047,Hirte,Hsrtn,Hkrtt,Hvrtz,Horta,Horto,Hertü
2048,Zolle,Zmlls,Zhllx,Zxlls,Zolli,Zille,Zollo
2049,laden,lndhn,lsdnn,lcdsn,ladun,lidun,ladon
2050,Belle,Bfllh,Brllr,Bclll,Balli,Billä,Ballü
2051,stank,stynk,stgnk,stbnk,stonk,stink,stonk
2052,Lamas,Lqmys,Lymqs,Lymhs,Lumes,Lumüs,Limos
2053,Humus,Hzmjs,Hsmqs,Hrmfs,Hemus,Himös,Humes
2054,Habt,Hfbt,Hhbt,Hjbt,Hubt,Hubt,Hobt
2055,Stube,Stsby,Strbh,Strbd,Stibe,Stöba,Stoba
2056,Katz,Kjtz,Kstz,Kptz,Kötz,Kütz,Kitz
2057,Helft,Htlft,Hrlft,Htlft,Halft,Holft,Holft
2058,Misch,Mdsch,Mssch,Mfsch,Mäsch,Mosch,Mösch
2059,Weben,Wmbfn,Wdbwn,Wzbfn,Wobön,Wiben,Wibon
2060,Prima,Prbmm,Prmmc,Prfmc,Prome,Prömu,Prumu
2061,Feind,Fwvnd,Fbhnd,Fwfnd,Fiünd,Fiend,Feend
2062,trabt,trnbt,trqbt,trbbt,trubt,trubt,trebt
2063,Gerne,Grrnl,Gtrnt,Glrnm,Gerni,Girni,Gerni
2064,Ass,Qss,Yss,Qss,Oss,Ess,Oss
2065,wart,wprt,wgrt,wqrt,wurt,wirt,wirt
2066,Poker,Pjkfr,Pwkbr,Pnkkr,Püker,Pukir,Pukir
2067,putze,pvtzj,pptzt,pstzh,potzu,pitzo,pätzi
2068,Strom,Strvm,Strgm,Strsm,Sträm,Stram,Strem
2069,Bahre,Bphrm,Bthrs,Blhrz,Bihra,Buhru,Bohre
2070,Papst,Pvpst,Pqpst,Pcpst,Püpst,Pupst,Pipst
2071,bog,bng,bdg,bgg,big,bög,big
2072,regte,rwgtd,rwgtp,rngtg,rugto,rögtü,rägte
2073,weder,wydjr,wzdrr,wfdbr,wodür,wedir,wodär
2074,Jahr,Jyhr,Jnhr,Jrhr,Juhr,Jehr,Jihr
2075,stirb,stxrb,stfrb,stfrb,sterb,sterb,stärb
2076,sollt,scllt,ssllt,szllt,sellt,sellt,sellt
2077,Suns,Stns,Snns,Sjns,Sens,Sins,Sons
2078,Ich,Bch,Vch,Lch,Och,Öch,Och
2079,Wall,Wvll,Wwll,Wrll,Wull,Woll,Wull
2080,davon,dhvkn,drvwn,dqvwn,devin,däven,davin
2081,Blume,Bljmc,Blkmj,Blymt,Bluma,Blami,Bluma
2082,rarer,rsrlr,rrrwr,rnrqr,rorer,rürer,raror
2083,Bind,Bqnd,Bgnd,Btnd,Bond,Bend,Bönd
2084,Knabe,Knsbg,Knkbk,Knsbv,Knuba,Knabu,Knibo
2085,Adels,Zdwls,Tdrls,Mdkls,Idüls,Adals,Idils
2086,Tosen,Txsvn,Tjsqn,Tcsln,Tosin,Tasin,Tison
2087,Nadel,Nqdql,Ntdcl,Nrdhl,Nedal,Nidil,Nodül
2088,lokal,ljkjl,ltksl,lgkql,likül,leköl,lakel
2089,Huene,Hvdnw,Hxvnk,Hxvnd,Hoinu,Huenö,Houno
2090,Gegen,Grgzn,Glgwn,Gpgqn,Gugin,Gegün,Gägun
2091,dehnt,drhnt,dlhnt,dbhnt,dohnt,dihnt,dühnt
2092,Altem,Fltwm,Gltdm,Gltkm,Ultam,Ultom,Iltüm
2093,gar,ggr,gdr,gtr,gur,gor,gor
2094,oben,fbcn,bbsn,xbfn,iban,übön,abon
2095,Sanyo,Sqnyz,Srnyf,Sznyx,Sunyu,Sonye,Sunya
2096,Hecks,Hscks,Hvcks,Hjcks,Höcks,Hucks,Hacks
2097,Loyal,Lxyzl,Ltynl,Lcyjl,Layal,Loyel,Layil
2098,Ecke,Hckk,Kckl,Jckc,Icke,Öcke,Uckü
2099,Etat,Ytyt,Vtjt,Rtst,Atot,Otut,Ütot
2100,Raume,Rjnmx,Rsbmz,Rrxmm,Räemi,Räamo,Räomo
2101,Wille,Wpllw,Wnllq,Wyllq,Wölla,Wällo,Wallu
2102,zucke,zncks,znckl,zpckm,zäcki,zockä,zicko
2103,affig,yfffg,hffvg,pffdg,uffog,uffag,uffäg
2104,Kuess,Kwgss,Kmwss,Kjxss,Kioss,Keoss,Kaiss
2105,Ente,Tntd,Wntp,Tntm,Inta,Enti,Enta
2106,Half,Hrlf,Hklf,Hvlf,Hälf,Hülf,Hulf
2107,raue,rlcb,rzyg,rdnk,riii,riuä,röeu
2108,ziehe,zfzhx,zyght,zcthf,zöahi,zaihu,zaohe
2109,Pappe,Pwppv,Pwppz,Pqppn,Puppu,Puppä,Puppo
2110,Birke,Bmrkl,Bprkj,Bwrkd,Burku,Birka,Bärko
2111,saust,sdsst,sngst,stnst,süust,suest,saast
2112,Milz,Mmlz,Mblz,Mmlz,Mulz,Mulz,Mölz
2113,Sir,Svr,Sqr,Szr,Ser,Sur,Ser
2114,Wirst,Wsrst,Wprst,Wgrst,Werst,Worst,Werst
2115,backe,brckj,btckr,bfcky,bicku,backi,buckö
2116,Allee,Dllrn,Flllm,Bllph,Ullae,Ellaa,Alluu
2117,Jolle,Jcllx,Jwlly,Jvlld,Jallä,Jolla,Jellä
2118,mild,mbld,mzld,mtld,mold,mold,mold
2119,Sacht,Sscht,Svcht,Skcht,Secht,Secht,Sächt
2120,Bett,Bstt,Bftt,Bctt,Butt,Bitt,Bott
2121,Lehne,Lshnm,Lmhny,Lchnv,Lihna,Luhno,Luhna
2122,Baut,Bkvt,Bdjt,Bbft,Bout,Beät,Baot
2123,flink,flpnk,flhnk,flnnk,flönk,flonk,flunk
2124,Salut,Srlft,Sylpt,Sqlzt,Selit,Selet,Sulet
2125,laufe,llzfx,ldmfv,ldxfc,luefu,liifa,liefü
2126,Annes,Qnnhs,Tnnws,Tnnss,Innus,Annüs,Ennös
2127,Tolle,Tfllx,Twllz,Tflly,Talle,Tälli,Talli
2128,Wirts,Wsrts,Wqrts,Wyrts,Wärts,Wurts,Wurts
2129,menge,mxngy,mzngn,mjngh,munga,menga,mongü
2130,noble,nbblz,nvbll,nqblw,niblo,näblo,nöbla
2131,Bank,Bsnk,Bznk,Brnk,Bönk,Benk,Bink
2132,hurt,hcrt,hhrt,hprt,hort,hort,hirt
2133,Onkel,Nnkdl,Knkvl,Jnkql,Unkul,Ünkul,Onkül
2134,pickt,pdckt,pdckt,pfckt,pockt,puckt,puckt
2135,Esche,Tschx,Qschg,Lschg,Ascho,Oschi,Ischo
2136,voll,vnll,vmll,vmll,vell,vell,vell
2137,Circa,Ctrcr,Chrcc,Cprcd,Corca,Cerce,Curce
2138,Warst,Wxrst,Wprst,Wgrst,Werst,Werst,Werst
2139,weide,wmndt,wkgdd,wqddg,wiode,waodo,waidü
2140,Dreck,Drfck,Drnck,Drpck,Drück,Drock,Drick
2141,Locht,Ltcht,Lqcht,Lccht,Lücht,Lecht,Lecht
2142,Voilà,Vbblà,Vfllà,Vnglà,Vaelà,Vialà,Vöulà
2143,hat,hht,hvt,hwt,höt,hut,hut
2144,Acryl,Dcryl,Zcryl,Ncryl,Ocryl,Öcryl,Icryl
2145,belud,bblxd,bclld,bjlbd,balud,bulad,bolud
2146,erste,grsty,vrstc,rrstg,urstu,irste,ürsti
2147,dreh,drch,drgh,drqh,drüh,drah,droh
2148,Solo,Sglh,Szlb,Splb,Seli,Silu,Sele
2149,Arier,Grngr,Xryzr,Wrwsr,Örior,Iröer,Eriär
2150,hol,hhl,hll,hxl,hul,hul,hal
2151,Gans,Grns,Gzns,Gbns,Göns,Gens,Gens
2152,Bob,Blb,Btb,Bxb,Bib,Bib,Beb
2153,Kekse,Kjksk,Knksw,Kqksl,Kuksä,Kiksi,Keksä
2154,Obhut,Ybhnt,Fbhgt,Lbhbt,Abhot,Ebhet,Ubhot
2155,rief,rmdf,rvxf,rjsf,roif,roüf,reuf
2156,Hase,Hdss,Hpsx,Hysl,Hisi,Hosu,Hesi
2157,Marie,Mbrwj,Mmrqc,Mmrdr,Mörao,Mirie,Miruo
2158,Wadi,Wydv,Wgdh,Wzdd,Wedi,Wädi,Wude
2159,Todes,Tcdfs,Tndss,Tpdxs,Tados,Tedas,Tides
2160,Zudem,Zjdzm,Zxdkm,Zhdlm,Zadim,Zedim,Zadem
2161,trist,trfst,trpst,trwst,trest,trest,trast
2162,Wehe,Wqhq,Wmhb,Wghv,Wiho,Wehu,Wuhi
2163,Tel,Thl,Tgl,Tml,Tol,Tol,Tul
2164,Bars,Bbrs,Bmrs,Bcrs,Bärs,Bers,Burs
2165,Tanzt,Tsnzt,Tcnzt,Tznzt,Tinzt,Tunzt,Tonzt
2166,renne,rrnnc,rrnnh,rznnm,renni,ronnu,rinnö
2167,Pilot,Prlst,Pllzt,Pflzt,Polut,Palit,Pilit
2168,Uhu,Phw,Hhl,Zhd,Oha,Öha,Eha
2169,irre,zrrr,hrrb,wrrf,erro,urre,orro
2170,Heiko,Hnlkh,Hrdkw,Hppkp,Hookö,Haokü,Hoeke
2171,Fickt,Fzckt,Fsckt,Ffckt,Feckt,Fuckt,Fockt
2172,Solch,Sllch,Sdlch,Svlch,Sulch,Selch,Sölch
2173,Rate,Rbtg,Rctq,Rstt,Rete,Rotu,Ruto
2174,Toast,Tlvst,Tzjst,Trwst,Taüst,Tiost,Teust
2175,grub,grfb,grvb,grtb,greb,greb,grab
2176,Paula,Pfrls,Pbcll,Psglq,Päile,Puulo,Püila
2177,Kreis,Krfzs,Krhys,Krpzs,Kraäs,Kraes,Kraos
2178,Uhr,Jhr,Vhr,Shr,Ühr,Ahr,Ehr
2179,Hohl,Hvhl,Hqhl,Hphl,Huhl,Hähl,Hühl
2180,hake,hqkf,hzkx,hbkc,huki,heke,huku
2181,seine,syvnr,snfnn,srqnd,sienu,soini,soine
2182,siebt,sdvbt,svhbt,svgbt,soubt,säebt,suebt
2183,beute,bnmts,bjttb,bgkty,baütä,buita,boeta
2184,Zeugs,Zkygs,Zfmgs,Zcdgs,Zaägs,Zeägs,Zaögs
2185,Krem,Krqm,Krqm,Krqm,Krom,Krom,Krum
2186,Mime,Mzmy,Mwmh,Msmh,Mumi,Memö,Mümu
2187,nahte,nghtg,nkhtm,nyhtl,nehtü,nehto,nehto
2188,Golds,Gdlds,Gzlds,Gylds,Gilds,Galds,Gülds
2189,Modul,Msdxl,Mwdrl,Mxdkl,Model,Modül,Modil
2190,lasst,lgsst,lzsst,lssst,lesst,losst,lusst
2191,wirre,wwrrd,wvrrl,wnrrn,wurro,wurra,wirra
2192,Mob,Mrb,Mxb,Myb,Mub,Mib,Mub
2193,Beas,Bxss,Bzms,Bjrs,Bäos,Beus,Beis
2194,Tatar,Thtbr,Tstkr,Tqtwr,Tetar,Totür,Totir
2195,achte,ychty,schtp,nchtt,achta,ochti,ichta
2196,boese,bmfsx,bjgsy,bjlsg,boüsi,boasi,büäsa
2197,Rain,Rdsn,Rgdn,Rlvn,Raän,Raon,Räan
2198,Eine,Dqnh,Thny,Qlnv,Eino,Aano,Aina
2199,Tutu,Tmth,Tktz,Tmth,Töto,Tita,Titu
2200,Nepal,Ntpwl,Nrpyl,Njprl,Nipel,Nipil,Nepäl
2201,Anita,Snstl,Gnstn,Snqtj,Onutu,Onute,Onita
2202,haben,hmbvn,hpbqn,hcbvn,höbün,haban,hobon
2203,Bekam,Bqkhm,Bxkzm,Brkqm,Bäkem,Bokum,Bikom
2204,sorge,ssrgw,syrgg,slrgz,serga,sirgö,sorgi
2205,lost,lfst,ldst,lxst,list,list,lüst
2206,tupft,tjpft,tzpft,ttpft,tapft,tipft,tapft
2207,Harz,Hwrz,Hgrz,Hnrz,Hirz,Hurz,Hirz
2208,Segne,Shgnk,Sjgny,Sygns,Sogni,Sugnu,Signi
2209,Geld,Gzld,Gcld,Gxld,Gild,Gald,Guld
2210,Tipp,Tzpp,Tqpp,Tspp,Töpp,Tupp,Tepp
2211,Pute,Ptth,Pxtc,Pztv,Pito,Pati,Pota
2212,Tilde,Tllds,Twlds,Tcldy,Talde,Teldö,Teldo
2213,Wird,Wvrd,Wnrd,Wyrd,Wurd,Werd,Wörd
2214,klaue,klhfz,kltwb,klcqp,kluui,klüäü,kläoä
2215,braut,brfqt,brgzt,brhxt,bruot,bröet,briot
2216,Paten,Pttfn,Pktbn,Pctmn,Patün,Piton,Petin
2217,After,Pftgr,Jftdr,Fftqr,Uftir,Aftär,Iftar
2218,viele,vrqlv,vrqlp,vygld,vaila,voali,veoli
2219,darin,dvrrn,dtrhn,dsrhn,derin,döran,darän
2220,Anti,Rntt,Fntn,Lntw,Änte,Önte,Unto
2221,wirr,wfrr,wbrr,wvrr,wurr,worr,wörr
2222,Oslo,Mslv,Xslz,Lsln,Isla,Osle,Üslu
2223,Nixe,Nfxm,Nwxw,Nbxv,Nuxä,Nuxi,Noxu
2224,Jesus,Jwsts,Jhsbs,Jmsys,Jasas,Jesis,Josis
2225,Pan,Pgn,Pvn,Ptn,Pen,Pön,Pen
2226,real,rqsl,ryrl,rwyl,rael,reol,rial
2227,Halle,Hwlly,Hllln,Hcllx,Hillu,Hille,Hilli
2228,leer,lhbr,lqnr,lvbr,lior,lüor,leör
2229,Pizza,Pvzzn,Plzzc,Pmzzf,Pazza,Pizzo,Pazze
2230,still,styll,stcll,stgll,stall,stoll,stoll
2231,man,mjn,mnn,mcn,mon,män,mon
2232,Tiers,Tdjrs,Tvkrs,Thnrs,Tuars,Tiärs,Tuirs
2233,eng,png,lng,tng,ong,ong,ong
2234,offen,jffzn,gffhn,tffln,iffun,iffen,uffun
2235,mogle,mvglx,mwglp,mbglq,mugle,magli,mugla
2236,Harte,Hmrty,Hhrtd,Hbrtg,Hertu,Herti,Horta
2237,Lehnt,Lbhnt,Ldhnt,Llhnt,Luhnt,Luhnt,Lähnt
2238,Joch,Jsch,Jlch,Jqch,Jech,Jech,Jach
2239,Edlen,Ndlgn,Gdlfn,Ydlzn,Edlin,Adlen,Odlon
