,Word,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3,train_test
1637,ruin,rgqn,rykn,rpwn,riin,roan,ruon,Train
1638,jute,jbtk,jstk,jhtl,jita,juta,jite,Train
1639,deute,drltx,dyvtr,dzctg,dooto,doeta,dauta,Train
1640,rein,rzqn,rkgn,rnln,roon,riun,riin,Train
1641,gingt,gyngt,gfngt,gwngt,gungt,gongt,gengt,Train
1642,gab,gtb,gfb,gdb,eils,bret,mekra,Train
1643,biegt,bvrgt,bwxgt,bwcgt,baugt,biigt,bougt,Train
1644,wut,wht,wrt,wyt,wet,wet,wit,Train
1645,elche,dlchm,slchn,flchg,ilcha,alcha,elcha,Test
1646,hutes,hytbs,hhtds,hktks,hetas,hotos,hutis,Test
1647,dell,dlll,dnll,dxll,dall,doll,dall,Train
1648,poker,pkkvr,pnktr,pbkwr,pukar,pakur,piker,Train
1649,oslo,wslb,gslc,kslm,islu,uslu,eslo,Test
1650,ural,prtl,mrbl,xrql,irul,eril,erel,Test
1651,zions,zntns,zdcns,zcdns,zoens,zeons,zuuns,Train
1652,lugst,lvgst,lqgst,ljgst,turs,boxur,sennu,Train
1653,jalta,jyltg,jzltw,jvlth,jolte,jolto,jelto,Train
1654,rudi,rhdb,rndj,rfdv,rada,reda,rida,Train
1655,nord,nbrd,nsrd,nprd,nard,nard,nerd,Test
1656,laust,lqvst,lgjst,lgjst,laest,laest,laast,Train
1657,indio,lndmb,jndhl,cndfn,undii,endou,indou,Train
1658,sinai,sznhp,srndq,smnvt,seniu,sanoo,sunui,Train
1659,elis,flys,dlzs,blys,ilis,olis,ules,Test
1660,wahn,wzhn,wvhn,wnhn,wihn,wohn,wehn,Train
1661,betr,bqtr,bttr,bytr,bitr,batr,bitr,Train
1662,hafen,hbfmn,hhfxn,hwfnn,hefen,hifon,hafin,Train
1663,braut,brblt,brrkt,brnxt,bruot,breut,broit,Train
1664,blatt,blptt,blwtt,blhtt,blott,blitt,blott,Train
1665,pakte,ppktx,pjkts,pyktl,piktu,pikto,pokta,Train
1666,vamps,vymps,vrmps,vtmps,vumps,vimps,vimps,Train
1667,quill,qwfll,qnnll,qcwll,qooll,qiall,qoall,Train
1668,filme,fnlmv,fflmv,fslmk,felmi,felma,felme,Train
1669,bleib,bltxb,blhtb,blfpb,bliab,blaib,bluob,Train
1670,mensa,msnst,mlnsz,mrnsr,munse,munsu,manso,Train
1671,sieg,srmg,stpg,spqg,seag,siug,seag,Train
1672,ruck,rpck,rxck,rzck,rack,rack,rack,Train
1673,liege,lbygd,lnxgk,ltzgg,luage,luoge,luaga,Train
1674,rente,rgntn,rvnts,rcnty,ronti,runta,rinto,Train
1675,legal,lbgxl,ldgxl,lwgpl,logil,ligil,logel,Train
1676,gatte,ghtth,gbttc,gxtth,gitte,gitte,gutte,Test
1677,lugen,lqgvn,lcgcn,lngxn,logun,lagan,logan,Test
1678,rolfs,rzlfs,rllfs,rtlfs,rilfs,rilfs,relfs,Train
1679,treib,trxkb,trrzb,trgfb,triob,truub,truab,Train
1680,zur,zmr,zhr,zxr,zir,zor,zir,Test
1681,atari,ttlrn,ptfrb,ntsry,iture,utura,itiri,Train
1682,badet,bkdzt,bcdqt,brdst,bedit,badut,badat,Train
1683,buk,bfk,bgk,brk,bok,bek,bek,Train
1684,furz,fwrz,fdrz,fmrz,forz,farz,firz,Test
1685,hub,hsb,hvb,hrb,hib,hib,hib,Train
1686,keimt,kzwmt,khcmt,kpgmt,kaomt,kiamt,koemt,Train
1687,bares,bprns,bqrxs,byrvs,baris,berus,baros,Test
1688,hieve,hmzvc,hlfvb,hltvj,hoovo,huevi,huovi,Train
1689,engem,hngvm,snggm,rnghm,ingom,ingam,ingom,Test
1690,ahmen,yhmnn,rhmsn,shmcn,uhmon,ehmon,ehmen,Train
1691,brei,brny,brjt,brby,brea,brou,bruo,Train
1692,enzym,hnzym,vnzym,vnzym,onzym,unzym,anzym,Test
1693,beten,bbthn,bptsn,bktcn,bitin,betan,betin,Train
1694,rotze,rltzm,rxtzz,rvtzn,retzi,rutzi,retze,Train
1695,hell,hlll,hhll,hrll,hill,hull,hull,Train
1696,bare,bkrq,bmrd,blrs,buru,bari,bore,Train
1697,gouda,gtmdg,gvvdc,gtsdb,gaedu,geadu,gaodo,Test
1698,kulis,kdlxs,kwlls,kllcs,kulos,keles,kiles,Train
1699,siegs,svtgs,shwgs,slxgs,soags,soogs,seogs,Test
1700,ihres,rhrbs,thrgs,fhrcs,ehras,ihris,ihris,Train
1701,tarif,ttrwf,trrxf,tnrbf,tirif,teraf,tiruf,Train
1702,fern,fqrn,fvrn,fmrn,firn,furn,furn,Train
1703,guete,glqtg,gwvtf,gzktz,goute,geetu,giati,Test
1704,musse,mjssz,mmssc,mzssh,massa,messu,musso,Test
1705,news,nfws,nqws,ngws,naws,niws,niws,Train
1706,brav,brcv,brzv,brcv,brov,brev,brov,Test
1707,bohre,bphrk,bjhrh,bghrw,bihre,buhre,buhru,Train
1708,bind,btnd,bsnd,bgnd,bend,bond,bond,Train
1709,baut,bbtt,brdt,bgxt,boat,biat,buet,Train
1710,fingt,fyngt,fjngt,fsngt,fongt,fengt,fengt,Test
1711,dicke,dnckk,dwckg,dmckg,dicku,dicko,docka,Train
1712,jeep,jwzp,jkqp,jvwp,jeip,joep,jiop,Train
1713,eins,nzns,dlns,jvns,uuns,ouns,iins,Train
1714,geld,gtld,gjld,ghld,gald,gild,gild,Train
1715,werke,wlrkr,wbrkm,wqrkt,wurka,werku,warka,Train
1716,mao,mbq,mfy,mjz,mue,meo,mii,Train
1717,mehr,mrhr,mlhr,mmhr,muhr,mahr,mahr,Train
1718,naehe,ntrhn,nxdhd,nhhhs,neuho,naahu,neuhi,Train
1719,pumps,pjmps,pymps,ppmps,pamps,pemps,pomps,Test
1720,fegst,fmgst,fvgst,fjgst,fugst,fugst,fogst,Train
1721,toast,tnpst,tmjst,trbst,tiust,toust,toust,Train
1722,kinns,kvnns,khnns,kznns,kenns,konns,kunns,Train
1723,duale,dkqlt,dgkls,dfrlc,duela,dualo,daulo,Test
1724,icons,zcvns,vcwns,vclns,ecans,ucons,ocens,Train
1725,ecke,rcks,wcky,jckc,icke,icki,ecki,Train
1726,eiern,zwprn,vksrn,jhxrn,aaorn,eaarn,euorn,Train
1727,anton,pntxn,cntkn,qntpn,ontan,unton,anten,Train
1728,rums,rmms,rcms,rvms,rems,rams,rims,Train
1729,jagt,jygt,jmgt,jygt,jogt,jugt,jegt,Train
1730,dosen,ddshn,dvshn,dmsgn,dusin,disen,doson,Train
1731,jette,jgttz,jmttm,jdttr,jotto,jetti,juttu,Train
1732,boe,bjm,bvl,bdj,boi,bie,beu,Test
1733,voll,vvll,vsll,vjll,vall,vill,vall,Test
1734,prunk,prvnk,prbnk,prhnk,prink,prink,prink,Train
1735,coole,cfslv,chhls,ccdly,cuele,ceale,cuela,Train
1736,wohls,wvhls,wvhls,wfhls,wihls,wahls,wahls,Train
1737,regie,rjgfd,rkgmm,rwgfp,rugee,rogae,rigue,Train
1738,roden,rxdln,rjdgn,rpdhn,ridan,ridon,radan,Train
1739,handy,hfndy,hpndy,hqndy,hendy,hundy,hindy,Train
1740,aera,rnrk,cnrh,gfrt,oora,eura,uora,Test
1741,ost,qst,xst,lst,est,est,ust,Train
1742,ziel,zrjl,znjl,zxsl,zail,zool,zeal,Train
1743,anis,tnss,snns,jnzs,anos,unas,enes,Train
1744,takt,tqkt,tfkt,tnkt,tokt,tukt,tokt,Train
1745,werbt,wrrbt,wcrbt,wdrbt,worbt,warbt,warbt,Train
1746,allzu,hllzx,gllzx,hllzg,illze,illzi,ellze,Train
1747,zweit,zwnht,zwvlt,zwvjt,zwait,zweut,zwiet,Train
1748,miliz,mjlkz,mhlcz,mjlzz,mulaz,miloz,moloz,Train
1749,hupte,hrptc,hkptn,hgptv,hupto,haptu,hupti,Train
1750,geile,gqqll,gtjlt,gdxlm,geolo,giala,guula,Train
1751,steht,stjht,sthht,stght,stiht,stoht,staht,Test
1752,prall,prjll,prhll,prmll,proll,proll,prell,Test
1753,ideal,hdlcl,ldtzl,hdwbl,adiul,uduul,odeal,Train
1754,harre,hsrrp,hcrry,hqrrt,horra,herri,herra,Test
1755,fangt,fmngt,fxngt,fqngt,fengt,fongt,fongt,Train
1756,stein,stpxn,stwgn,stbvn,stiun,steen,stain,Train
1757,ruine,rlgnq,rnnns,rznnq,ruuno,ruenu,reone,Test
1758,hupt,hwpt,hspt,hjpt,hapt,hopt,hept,Train
1759,liste,lnstr,lystf,lxsth,lasta,listi,lesti,Train
1760,halbe,hnlbk,hmlbh,hhlbw,helbo,hulbi,holba,Train
1761,anker,cnkyr,vnkvr,jnklr,enker,onkur,onkor,Test
1762,samt,skmt,spmt,stmt,sumt,somt,simt,Train
1763,werde,wlrdn,wyrdb,wnrdv,werda,werdo,warda,Train
1764,nebst,nkbst,nxbst,nbbst,nabst,nabst,nibst,Train
1765,ungut,hngft,hngst,pngtt,ongat,ingot,engat,Train
1766,tute,tjtk,tdtp,tctl,tite,totu,titi,Train
1767,zuges,zvgds,zjgps,zxgjs,zagis,zogis,zogis,Test
1768,opern,lpmrn,xpsrn,tpxrn,upurn,epirn,aparn,Train
1769,bezog,bkzjg,blzfg,byztg,buzeg,buzog,buzog,Train
1770,tiere,tdprq,twcrc,tqwrg,teari,teoro,tuoru,Train
1771,felle,fslly,fblll,ftllf,fella,filli,folli,Train
1772,paart,pdkrt,ppkrt,pxvrt,paert,puort,peurt,Train
1773,pixel,pcxsl,pyxbl,ppxyl,pexel,poxel,puxol,Train
1774,klaut,klvyt,klyct,klfzt,kliot,kleit,klait,Train
1775,iii,gxs,mvk,bhh,uau,aao,ioe,Train
1776,messt,mnsst,mysst,mvsst,mosst,masst,mosst,Train
1777,natur,nvtjr,nqtwr,nztwr,noter,notir,nutir,Train
1778,kneif,knhwf,kncbf,knmrf,kniif,knuef,kniuf,Train
1779,jim,jwm,jvm,jcm,jom,jam,jom,Test
1780,gebt,gvbt,gcbt,gsbt,gubt,gobt,gubt,Train
1781,zutat,zwtxt,zgtyt,zztct,zutot,zatat,zatat,Train
1782,pries,prpps,prjds,prshs,prius,pruos,prais,Test
1783,abt,pbt,rbt,qbt,obt,ubt,ibt,Train
1784,surfe,skrfl,szrft,sdrfj,sarfe,serfu,sirfi,Test
1785,malta,mtltk,mrltn,mgltf,milto,maltu,milti,Train
1786,idee,jdvl,qdmw,ddgr,adei,ideu,odui,Train
1787,kappe,ktpps,ktppg,kpppq,keppa,kippu,kuppi,Train
1788,beleg,bylpg,bxlmg,bwlsg,bolog,buleg,baleg,Train
1789,jenes,jnnps,jwnts,jsnts,jonus,jinos,jonos,Train
1790,tour,tpwr,typr,tryr,toor,toar,taar,Train
1791,ruebe,rvrbh,rzpbg,rfsbk,riabe,raibe,riubi,Train
1792,unke,lnkb,hnkv,dnkg,enki,enke,unka,Train
1793,ruhst,rjhst,rxhst,rvhst,rohst,rohst,rehst,Train
1794,gusto,gsstc,gdstm,gwsth,gisto,goste,gesta,Train
1795,esel,msnl,fskl,ysxl,usel,usil,usol,Test
1796,weide,wqrdq,wgxdh,wgsdn,weeda,woadu,wuedu,Train
1797,heike,hbfkl,hpqkd,hbtkm,haika,hiuke,heiki,Test
1798,sahst,schst,snhst,schst,suhst,sohst,sihst,Train
1799,bach,bhch,bbch,bsch,boch,boch,boch,Train
1800,bad,brd,bvd,bpd,bid,bud,bed,Train
1801,kalk,kjlk,kylk,kjlk,kolk,kolk,kelk,Test
1802,voran,vnrvn,vxrgn,vsrkn,veron,verin,varun,Test
1803,pik,pjk,pck,prk,puk,puk,pek,Train
1804,kurze,kcrzs,kwrzf,kgrzs,kerzu,korzo,kirzu,Train
1805,rands,rrnds,rvnds,rdnds,runds,rends,rinds,Train
1806,laken,lsktn,ltkln,lzkgn,leken,lakin,lukon,Test
1807,laser,lkslr,lssjr,lpsdr,losar,lesir,lisur,Test
1808,traft,trgft,tryft,trzft,trift,trift,treft,Train
1809,gleis,gltbs,glyrs,glbws,glues,gluos,glias,Train
1810,wette,wgttv,wsttd,wpttf,wetta,watta,wotte,Train
1811,asses,kssws,lssxs,dssks,essus,esses,issas,Train
1812,guido,gsydt,gtmdz,gmhdn,giada,gaoda,giuda,Train
1813,sekt,sqkt,sskt,sckt,sukt,sakt,sikt,Train
1814,pille,pnllq,pqllt,pjllv,polla,polla,pilla,Test
1815,kochs,khchs,kgchs,kbchs,kichs,kuchs,kechs,Train
1816,riet,rtlt,rrxt,rzht,raut,riat,roet,Train
1817,wir,wnr,wdr,wsr,wor,wor,wor,Train
1818,kluge,klkgd,klngl,klygj,kligi,kloge,klaga,Train
1819,kokon,khkmn,kfkzn,kvksn,kekun,kukan,kokan,Train
1820,rar,rbr,rdr,rrr,ror,ror,rir,Train
1821,eine,sxns,ppnv,mdnv,eono,uino,oonu,Train
1822,erbt,krbt,krbt,yrbt,arbt,arbt,arbt,Train
1823,rinne,rynnx,rpnnm,rknny,rinni,rinna,runne,Train
1824,genf,gjnf,gsnf,gqnf,gunf,gunf,gunf,Train
1825,hohn,hnhn,hthn,hrhn,hehn,hihn,hehn,Test
1826,jumbo,jrmbc,jwmby,jfmbb,jembe,jomba,jumbe,Test
1827,milch,mblch,mmlch,mwlch,mulch,molch,malch,Train
1828,kolik,kqlmk,kslvk,kclmk,kolak,kulok,kuluk,Test
1829,orden,xrdxn,yrdnn,lrdrn,ordin,urden,erdun,Train
1830,tust,trst,trst,tpst,tist,tast,tist,Train
1831,erbat,srbkt,rrbwt,crbnt,arbut,orbet,orbut,Train
1832,kahle,kwhly,kyhlx,khhlz,kahli,kehli,kihla,Test
1833,brot,brmt,brst,brnt,bret,brit,brit,Train
1834,hab,hbb,hpb,hsb,heb,heb,heb,Test
1835,dill,drll,dmll,dsll,dull,dall,doll,Train
1836,loche,lnchf,lschx,lwchd,lecho,lichi,luche,Train
1837,lohn,lrhn,lwhn,lbhn,lehn,luhn,lahn,Train
1838,gaul,gqpl,grcl,gvxl,geul,giol,guil,Test
1839,heer,hfmr,hkxr,hsbr,heur,hiir,hiur,Test
1840,acht,pcht,gcht,jcht,icht,ucht,ucht,Test
1841,rote,rgtg,rpty,rntt,reta,ruto,rutu,Test
1842,geil,gbyl,ggnl,ghsl,guul,giul,giol,Train
1843,wie,wpc,wlq,wfw,woo,wae,wia,Test
1844,eis,cns,yns,kjs,uus,oes,ios,Train
1845,holen,hrlwn,hplpn,hwlxn,hilen,helun,hulan,Train
1846,gibt,gzbt,gnbt,gbbt,gobt,gubt,gobt,Train
1847,trakt,trmkt,trxkt,trvkt,trekt,trekt,trukt,Train
1848,ocker,dckpr,mckcr,zckdr,uckir,ickir,ockur,Train
1849,spaet,spyxt,spgnt,spzkt,spaut,spaat,spuet,Train
1850,kluft,klcft,kljft,klxft,klaft,kloft,kloft,Test
1851,will,wxll,wbll,wlll,wull,wull,woll,Train
1852,umbau,qmbvh,smbwn,tmbls,amboa,embeo,umbia,Train
1853,quant,qgynt,qnynt,qbwnt,qeint,quunt,qeent,Test
1854,tagte,tngtf,tggtt,trgtf,tegta,tugta,tugte,Train
1855,vier,vvwr,vtdr,vnwr,veur,vior,voir,Train
1856,schob,schnb,schxb,schcb,schib,schab,schab,Test
1857,tinte,thnty,tgntt,tkntb,tento,tonto,tente,Train
1858,run,rcn,rcn,rzn,rin,rin,ron,Test
1859,atem,ztym,jtlm,htjm,etem,atum,etim,Test
1860,laus,lcks,lsss,llzs,loos,lias,leis,Train
1861,jagte,jjgtz,jlgts,jzgtm,jugte,jagta,jagta,Train
1862,kamen,kpmqn,klmln,kwmwn,kumon,kuman,kimin,Train
1863,basen,bqsyn,bjstn,bqsrn,bisun,basun,bosin,Train
1864,sofas,sgfws,stfms,szfks,sufis,sufis,sufes,Train
1865,ikone,fkcnj,rkgnv,wkcnl,akuna,ukune,ekeni,Train
1866,stack,stlck,strck,stmck,steck,stick,steck,Train
1867,posse,pkssv,ptsss,pyssr,pussi,pussa,pessu,Train
1868,vatis,vxtbs,vrtcs,vgtks,vutus,vetes,votis,Train
1869,adelt,ldjlt,ydtlt,jdblt,adolt,edelt,odolt,Train
1870,kam,knm,kjm,khm,kim,kim,kem,Train
1871,huber,hbbyr,hkbtr,hqbyr,haber,hobar,hobur,Train
1872,basis,bzsgs,bdsxs,bbsls,bisis,busis,bisas,Train
1873,wale,wnlj,wxly,wllm,wela,wola,wili,Train
1874,jeder,jfdgr,jldcr,jcdnr,jidir,juder,judar,Train
1875,neuer,nkcgr,njmdr,nmhmr,nueer,neair,nieer,Train
1876,manch,mynch,mlnch,mjnch,mench,minch,munch,Train
1877,prime,prvmq,prfmn,prnmr,prema,pramo,preme,Test
1878,hecht,hzcht,hwcht,hfcht,hicht,hocht,hicht,Train
1879,post,pmst,pdst,pzst,past,past,pust,Train
1880,unart,tnrrt,jnhrt,mnprt,inirt,inert,inert,Train
1881,gift,gzft,gjft,glft,goft,geft,gaft,Train
1882,liest,lgqst,lfjst,lvdst,loast,liost,liast,Train
1883,jagst,jggst,jjgst,jngst,jogst,jugst,jogst,Test
1884,wadi,wtdm,wldt,wddh,woda,wede,wedo,Train
1885,hackt,hrckt,hlckt,hzckt,zarro,fanto,zorr,Train
1886,mute,mjtl,mctm,mftf,mote,meta,meta,Train
1887,roste,rcstq,rkstx,rjstn,ruste,risto,ristu,Train
1888,vamp,vqmp,vymp,vpmp,vomp,vomp,vomp,Train
1889,fuji,fljm,fqjk,fqjh,foje,faji,faju,Train
1890,nadel,nfdnl,nmdxl,nddwl,nedul,nedel,nodel,Train
1891,pasta,pgstz,pcstb,pjsty,pastu,pusti,poste,Train
1892,lady,lcdy,lhdy,lqdy,ludy,lidy,lody,Train
1893,riege,rdggc,rjsgr,rywgc,riugo,riuge,ruagi,Test
1894,knurr,knzrr,knnrr,knmrr,knerr,knerr,knerr,Train
1895,glut,gltt,glft,gltt,glat,glit,glit,Train
1896,frost,frvst,fryst,frqst,frast,frast,frest,Train
1897,aller,zllmr,qllfr,fllfr,ullor,allor,allar,Train
1898,oblag,wblvg,qbldg,sbldg,eblog,ablog,ublig,Train
1899,liter,lqttr,lrtdr,lstjr,lutar,letor,lotor,Train
1900,olymp,tlymp,flymp,flymp,ilymp,elymp,elymp,Train
1901,song,swng,swng,shng,seng,seng,seng,Train
1902,eliza,blhzz,zltzj,glbzy,elize,olezu,iluze,Train
1903,tonne,tgnnh,tfnns,tgnnq,tannu,tunni,tenni,Train
1904,wort,wtrt,whrt,whrt,hilde,sutzt,neado,Train
1905,ordne,jrdnz,brdnm,jrdny,urdne,erdno,ordno,Train
1906,hurst,hcrst,hnrst,hprst,herst,herst,hirst,Train
1907,laxer,lrxxr,lzxwr,lgxqr,laxar,laxar,laxir,Train
1908,wehr,wfhr,wwhr,wwhr,wohr,wuhr,wuhr,Test
1909,heran,hnrhn,hqrbn,hcrgn,haron,huron,haren,Test
1910,lifte,lfftp,lxftv,lgftz,leftu,lufte,lofta,Train
1911,lacht,lycht,lxcht,lmcht,lecht,lucht,lucht,Train
1912,raubt,rdtbt,rpkbt,rxgbt,reebt,roabt,reubt,Train
1913,knies,kncls,knzks,knmhs,knais,knees,kneis,Train
1914,jets,jhts,jxts,jrts,jats,jats,jats,Train
1915,aus,qss,sgs,rhs,eas,ius,ias,Train
1916,plant,pljnt,plrnt,plcnt,plont,plunt,plunt,Train
1917,gamma,gcmmr,gcmmq,gzmmf,gommo,gomme,gemmo,Train
1918,zerre,zdrrl,zfrrb,zqrrc,zirra,zirre,zorre,Train
1919,warf,wdrf,wprf,wdrf,worf,worf,werf,Train
1920,andys,gndys,dndys,zndys,endys,undys,endys,Test
1921,doof,dgff,dtkf,dvpf,diof,daef,daaf,Test
1922,byte,byth,bytp,bytl,byta,bytu,bytu,Train
1923,flash,flbsh,fldsh,fljsh,flesh,flush,flish,Test
1924,york,ytrk,ykrk,yrrk,yark,yurk,yirk,Train
1925,fing,fkng,fsng,fvng,fung,fung,fong,Train
1926,buben,bkbkn,bvbrn,bzbpn,bebon,bibin,boban,Train
1927,schub,schgb,schpb,schmb,schab,scheb,schib,Train
1928,monde,msndc,mqndf,myndm,mondo,munda,minde,Train
1929,murrt,myrrt,mgrrt,mgrrt,merrt,merrt,mirrt,Test
1930,karls,kjrls,kjrls,klrls,kirls,kurls,kurls,Train
1931,ludst,lydst,lrdst,lxdst,lodst,ledst,lodst,Train
1932,stier,stkgr,stzpr,stbkr,stior,stoar,staer,Train
1933,bachs,bmchs,bpchs,bschs,bochs,bechs,bichs,Train
1934,tadle,twdld,tjdlb,tvdlp,tadli,tadlu,tadla,Test
1935,wirkt,whrkt,wdrkt,wprkt,werkt,werkt,werkt,Train
1936,james,jjmqs,jxmvs,jzmhs,jamus,jumus,jemas,Train
1937,bruch,brzch,brhch,brqch,broch,broch,brech,Train
1938,siebe,skvbt,slvbn,sbgbr,saebi,saobu,seubi,Train
1939,sauls,slkls,snfls,sddls,saols,seals,suols,Train
1940,hass,hbss,hpss,hyss,huss,hess,huss,Train
1941,urig,zrqg,vrwg,drxg,ereg,orog,orag,Test
1942,diebe,dpbbb,ddcbg,dqybl,dooba,dueba,douba,Train
1943,zahns,zfhns,zdhns,zvhns,zohns,zehns,zuhns,Train
1944,witwe,whtwm,wttwn,wqtwp,witwo,watwa,wotwo,Train
1945,fades,fgdvs,fvdns,fndgs,fodis,fedes,fidis,Train
1946,wehen,wvhsn,wbhfn,wzhzn,wohon,wihen,wihan,Train
1947,oskar,cskmr,vskhr,gskkr,eskor,iskar,osker,Train
1948,loire,lykrv,ljdrt,lvhrw,liire,leare,liiri,Train
1949,rammt,rfmmt,rrmmt,rhmmt,remmt,rommt,rummt,Train
1950,reite,rkbtg,rrmtk,rpctv,roeto,ruite,roite,Train
1951,rauem,rmpcm,rwytm,rlcwm,raoum,raeum,rooam,Train
1952,viper,vjptr,vxpzr,vypwr,vepir,vupur,vipir,Train
1953,dumme,dzmmb,dvmmp,dwmmt,dimmo,demmi,dimmu,Train
1954,wild,wrld,wmld,wcld,weld,wold,weld,Train
1955,oheim,khpxm,bhwhm,thlsm,ohium,eheom,ahuom,Train
1956,visa,vhsm,vzsr,vnsn,viso,vose,veso,Train
1957,tor,tkr,tdr,tjr,tir,tur,ter,Train
1958,quart,qlzrt,qvkrt,qxkrt,qiirt,qiirt,quert,Train
1959,zaehe,zqvhy,znlhp,zvqhy,zoehu,zaihe,zaahe,Test
1960,volk,vslk,vmlk,vslk,velk,vulk,valk,Train
1961,frass,frgss,frnss,frqss,fress,fross,fross,Train
1962,all,mll,gll,mll,ull,ell,ull,Train
1963,spam,spsm,spzm,spmm,spom,spum,spem,Train
1964,mings,mcngs,mvngs,mtngs,mongs,mungs,mengs,Train
1965,und,jnd,mnd,tnd,and,and,and,Train
1966,duo,dmk,dlg,dlq,daa,dio,dii,Train
1967,faust,fxbst,fjpst,fryst,fuast,foust,foost,Train
1968,stiel,stcjl,stsbl,stjql,stiul,stuil,stuol,Train
1969,irrte,brrtf,lrrtd,frrtl,urrti,irrti,arrto,Train
1970,just,jnst,jrst,jrst,jist,jist,jist,Train
1971,glas,glqs,glks,glss,glos,gles,gles,Train
1972,kult,kmlt,kjlt,kdlt,kelt,kolt,kelt,Test
1973,bonn,bbnn,bynn,bknn,bunn,binn,binn,Train
1974,pol,pcl,pbl,pxl,pil,pil,pil,Train
1975,wille,wwlls,wjllj,wplln,wulla,willa,willo,Test
1976,pins,pbns,pjns,pqns,pons,pons,pons,Train
1977,moron,mqrdn,myrdn,mprfn,maron,maron,mirin,Train
1978,larve,ljrvr,ljrvw,ldrvr,lirva,lirvi,lervu,Train
1979,dolly,dvlly,dclly,djlly,dilly,dally,dally,Train
1980,heck,htck,hnck,hdck,huck,hack,hack,Train
1981,magma,mfgmp,mqgmj,mqgmc,mugma,megmo,mugmo,Train
1982,kreme,krrmr,krdmf,krrmq,krimu,kroma,krime,Test
1983,maas,myls,mhss,myvs,muus,mios,meus,Train
1984,knall,kndll,knhll,knpll,knull,knell,knull,Train
1985,lotst,lntst,lbtst,lltst,latst,letst,letst,Test
1986,kalte,kvltg,kflts,kfltj,kalti,kelte,kolti,Train
1987,lobte,lzbtw,lvbtw,lmbtq,lubto,labto,lobta,Test
1988,sir,sbr,szr,swr,sar,sur,sar,Train
1989,guts,glts,gzts,gpts,gets,gits,gats,Train
1990,pudel,pldnl,pydql,pkdgl,pedul,pudil,padil,Train
1991,hoher,hthhr,hhhyr,hyhdr,hohor,huhar,heher,Train
1992,busch,btsch,bfsch,bwsch,basch,basch,bisch,Test
1993,power,pbwdr,pqwcr,pdwpr,pawir,piwer,puwir,Train
1994,blitz,blwtz,blstz,blxtz,bletz,blatz,blotz,Train
1995,wogen,wzgpn,whgfn,wcgtn,wigun,wigon,wigun,Train
1996,xerox,xfrdx,xqrjx,xtrwx,xirox,xarox,xerax,Train
1997,tappt,tsppt,tcppt,typpt,teppt,tuppt,toppt,Train
1998,zinn,zgnn,ztnn,znnn,zann,zunn,zonn,Test
1999,taete,twrtz,tfqtn,tfwtm,taati,tiati,toitu,Train
2000,tunke,trnks,twnkq,thnkv,tonka,tunku,tonki,Test
2001,wal,wbl,wgl,wjl,wul,wil,wel,Train
2002,lid,lcd,lnd,lmd,led,lod,lad,Train
2003,niest,nxtst,nkwst,nwyst,neast,niust,naust,Train
2004,drin,drbn,drdn,drbn,drun,dren,drun,Train
2005,liegt,lkxgt,lpqgt,lxhgt,luagt,leagt,loigt,Train
2006,venen,vynnn,vwnsn,vhnxn,vunen,vunon,vunen,Test
2007,orion,wrcwn,nrdcn,nrjnn,ireen,erien,erain,Train
2008,sets,sqts,skts,smts,sits,suts,suts,Test
2009,zimt,zgmt,zjmt,ztmt,zomt,zomt,zumt,Train
2010,salat,sglgt,scllt,szlkt,silat,selit,sulat,Test
2011,pfau,pfwh,pftl,pffm,pfui,pfie,pfuo,Train
2012,argus,crgts,brgns,vrghs,ergas,argis,urgos,Train
2013,arme,rrmq,yrmf,qrmc,armu,urme,urmu,Train
2014,gast,gsst,gvst,gyst,gest,gost,gist,Train
2015,wuete,wldtj,wmctn,wvstg,woite,wiuto,woute,Train
2016,anti,dntg,rntt,xntd,inte,onta,anto,Train
2017,heu,hzb,hhl,hpn,hei,hia,hio,Train
2018,most,mmst,mbst,mdst,mest,mest,mest,Test
2019,helft,hxlft,hblft,hhlft,hulft,holft,hulft,Train
2020,quirl,qwkrl,qlprl,qnmrl,qeirl,qoarl,qierl,Train
2021,joy,jsy,jry,jhy,jay,juy,jay,Test
2022,anke,rnkb,mnkc,pnky,onka,enki,onku,Test
2023,lenkt,lqnkt,lvnkt,ldnkt,linkt,lankt,linkt,Train
2024,zeh,zsh,zvh,zhh,zah,zih,zuh,Train
2025,ruht,rnht,rhht,rjht,reht,reht,raht,Test
2026,ritt,rttt,rftt,rgtt,rutt,ratt,rett,Train
2027,poren,pjrbn,pyrzn,pqrfn,paren,poran,poron,Test
2028,moewe,mfdws,mtsws,mmzwy,miiwi,miuwe,moawu,Train
2029,puren,pwrqn,pnrqn,pfrrn,porin,perin,paron,Test
2030,luxus,lzxqs,lqxhs,lcxbs,loxus,luxis,laxas,Train
2031,index,mndhx,jndpx,tndcx,undex,ondax,andex,Train
2032,drohe,drwhb,drthw,drthm,drahi,drehi,druho,Train
2033,weite,wrbtc,wryth,wvjtk,weito,wuatu,weote,Train
2034,dankt,dknkt,dynkt,dcnkt,dunkt,dunkt,dunkt,Train
2035,krame,krpmp,krrms,krvmd,kromo,krami,kruma,Train
2036,eicht,ffcht,gfcht,swcht,uecht,eecht,aocht,Train
2037,freie,frhsl,frqyz,fryft,froeu,freea,friio,Train
