;String;cond;t_t;
3236;Snmcn;CS;Train;77
3237;Nsgyl;CS;Test;6
3238;Gmgyr;CS;Train;89
3239;Fqlsx;CS;Train;94
3240;fhhrt;CS;Train;79
3241;scmdt;CS;Train;68
3242;Zrbnt;CS;Train;65
3243;Hlwgn;CS;Test;19
3244;Grkss;CS;Train;22
3245;Grldf;CS;Train;37
3246;Gfstg;CS;Train;46
3247;Cdlqr;CS;Train;91
3248;Klhsn;CS;Test;6
3249;Dsjll;CS;Train;60
3250;Vfpkr;CS;Train;46
3251;rtpss;CS;Train;55
3252;Nlbxn;CS;Train;25
3253;Klfhq;CS;Train;70
3254;Hnwtl;CS;Train;60
3255;fxhkt;CS;Train;74
3256;stnxf;CS;Train;58
3257;lgchw;CS;Train;33
3258;Hdszn;CS;Train;85
3259;Kqmsn;CS;Train;31
3260;Gzssg;CS;Train;83
3261;Lygnk;CS;Train;54
3262;Klsgq;CS;Test;6
3263;gplbv;CS;Train;55
3264;Bnrzs;CS;Train;38
3265;xrmzs;CS;Train;21
3266;Lqzfh;CS;Train;28
3267;Dvpjt;CS;Train;87
3268;Wqnnr;CS;Train;64
3269;trznk;CS;Train;77
3270;Qlvrl;CS;Test;11
3271;fdstj;CS;Train;100
3272;Chjck;CS;Test;14
3273;Dclch;CS;Test;20
3274;wmhwr;CS;Train;25
3275;Grmmm;CS;Train;79
3276;prckt;CS;Train;79
3277;ltnft;CS;Train;27
3278;Frqtz;CS;Train;28
3279;Fwhnz;CS;Train;99
3280;Nvthz;CS;Train;26
3281;Nmnnv;CS;Test;19
3282;Bssch;CS;Test;14
3283;Bhrgn;CS;Train;30
3284;Nlzss;CS;Train;88
3285;Byxvn;CS;Test;11
3286;Lpvts;CS;Test;12
3287;hnfft;CS;Train;63
3288;hnvlt;CS;Test;1
3289;Hvbgn;CS;Test;15
3290;Stmrz;CS;Test;0
3291;Nnnnt;CS;Train;76
3292;Lcdrh;CS;Train;21
3293;kljwt;CS;Train;88
3294;Lrrdr;CS;Train;54
3295;Fwdhn;CS;Train;54
3296;Crnts;CS;Train;72
3297;wpchv;CS;Test;4
3298;nxbly;CS;Train;85
3299;Rhynd;CS;Train;53
3300;rnsch;CS;Train;57
3301;Hsxnn;CS;Train;74
3302;Glrnz;CS;Train;77
3303;Bxsyn;CS;Test;12
3304;Bcstp;CS;Test;11
3305;Wfrft;CS;Train;67
3306;stdpp;CS;Train;51
3307;Rtngy;CS;Test;7
3308;kxtzt;CS;Train;31
3309;grrff;CS;Train;97
3310;Drxht;CS;Train;65
3311;Bnrnz;CS;Test;7
3312;Xmpll;CS;Train;49
3313;txgfx;CS;Train;64
3314;Lhkpl;CS;Train;39
3315;Flgss;CS;Train;49
3316;Cmthy;CS;Train;52
3317;Bgcht;CS;Train;72
3318;bytqt;CS;Train;94
3319;Crmwt;CS;Train;82
3320;Lpxvs;CS;Train;76
3321;ldvdt;CS;Train;97
3322;Pjkbr;CS;Train;78
3323;Stpll;CS;Train;59
3324;Pdlqn;CS;Train;22
3325;Wlkzm;CS;Train;21
3326;Dympf;CS;Train;66
3327;Bjnys;CS;Train;40
3328;trrst;CS;Train;64
3329;Sbwss;CS;Train;46
3330;fzsst;CS;Train;57
3331;schff;CS;Test;14
3332;kdchl;CS;Train;84
3333;Hflts;CS;Train;29
3334;Blmsc;CS;Test;1
3335;ghnzn;CS;Train;24
3336;Stmpf;CS;Train;95
3337;sdwhx;CS;Test;1
3338;Knsbc;CS;Train;79
3339;Hnrdt;CS;Train;53
3340;Nchtw;CS;Train;60
3341;tzdlx;CS;Train;85
3342;Mtsss;CS;Train;32
3343;Gnjts;CS;Train;95
3344;nchtl;CS;Train;65
3345;Kzrvc;CS;Train;53
3346;Fxrst;CS;Train;83
3347;Dbpsr;CS;Train;95
3348;Rhrvn;CS;Test;12
3349;Txqbd;CS;Test;20
3350;Schmf;CS;Train;91
3351;Frgnz;CS;Train;31
3352;brnmn;CS;Train;63
3353;Rdryc;CS;Train;35
3354;Szndk;CS;Train;92
3355;fhngt;CS;Train;44
3356;bwrms;CS;Train;49
3357;bnhrm;CS;Train;25
3358;Wbhwn;CS;Train;63
3359;Rrhrv;CS;Train;46
3360;Lwwwj;CS;Test;11
3361;Clfbs;CS;Train;60
3362;Blpsc;CS;Train;70
3363;Sqsst;CS;Train;97
3364;Hqbtl;CS;Test;6
3365;blwnd;CS;Train;35
3366;Sqshh;CS;Train;70
3367;Rjdqt;CS;Train;29
3368;Pzdrw;CS;Train;56
3369;Fnzrs;CS;Train;44
3370;Frkgt;CS;Train;64
3371;Sntzt;CS;Test;9
3372;Sphnh;CS;Train;73
3373;Pmlzb;CS;Train;94
3374;jznxn;CS;Test;7
3375;Bttjn;CS;Train;67
3376;hkrcb;CS;Train;45
3377;Mnjnt;CS;Train;29
3378;Lzhrh;CS;Train;79
3379;Hwrss;CS;Train;96
3380;blgss;CS;Test;18
3381;Mvntt;CS;Test;15
3382;Hpffv;CS;Train;94
3383;bqsts;CS;Train;59
3384;Tkbwk;CS;Train;59
3385;Jcpns;CS;Test;3
3386;wjwtm;CS;Train;56
3387;rrtkn;CS;Test;15
3388;Lsssz;CS;Train;56
3389;klgrp;CS;Train;82
3390;hkpst;CS;Train;54
3391;gvbst;CS;Test;11
3392;Blnpx;CS;Train;67
3393;Tnhjn;CS;Train;55
3394;Mvkrz;CS;Test;8
3395;trcsb;CS;Train;44
3396;Lqdnr;CS;Train;98
3397;Plyns;CS;Train;98
3398;kldgr;CS;Train;65
3399;Hspfn;CS;Train;89
3400;tnmrc;CS;Train;64
3401;hmhjs;CS;Train;34
3402;Fytzy;CS;Train;98
3403;Stblr;CS;Test;4
3404;mpxgt;CS;Train;68
3405;Flqsg;CS;Train;76
3406;Brbnq;CS;Test;1
3407;Trghn;CS;Train;71
3408;Pqrmt;CS;Train;91
3409;Hpclt;CS;Train;25
3410;Gvngq;CS;Train;75
3411;Lbndz;CS;Train;82
3412;fxckt;CS;Train;26
3413;Jwbql;CS;Test;1
3414;Grwbl;CS;Test;16
3415;Ftchs;CS;Train;52
3416;Dpvsr;CS;Test;19
3417;Wdrst;CS;Train;100
3418;Wzngk;CS;Train;80
3419;Lkzsq;CS;Train;100
3420;Phckt;CS;Test;5
3421;Mqsst;CS;Train;63
3422;kltbt;CS;Test;8
3423;Crrdn;CS;Train;83
3424;Gvttj;CS;Train;33
3425;Brnch;CS;Train;77
3426;Bxfnw;CS;Train;29
3427;Mdwft;CS;Train;41
3428;Mybvl;CS;Train;42
3429;Trlff;CS;Train;99
3430;Pnwlr;CS;Train;88
3431;prckh;CS;Train;83
3432;Mffzn;CS;Test;17
3433;ltycl;CS;Train;60
3434;hrrlt;CS;Train;67
3435;Yndys;CS;Train;88
3436;Djsmn;CS;Train;86
3437;Bvtxn;CS;Test;10
3438;Yrmls;CS;Train;30
3439;Wcldr;CS;Train;76
3440;khcbn;CS;Train;88
3441;Jlffj;CS;Train;60
3442;Hfzch;CS;Train;59
3443;Twpps;CS;Test;10
3444;Rjgnl;CS;Test;18
3445;Pkqrp;CS;Train;45
3446;lkqdp;CS;Test;16
3447;krbss;CS;Train;80
3448;fyynm;CS;Train;69
3449;Ctmrc;CS;Train;36
3450;Blllt;CS;Train;79
3451;Phblc;CS;Train;96
3452;Gpbll;CS;Train;100
3453;Hrrzs;CS;Train;27
3454;drctt;CS;Test;6
3455;Ntjrq;CS;Train;27
3456;Mtldb;CS;Train;80
3457;Hklft;CS;Train;80
3458;Lqbby;CS;Train;67
3459;Blbnd;CS;Train;42
3460;Fnkyr;CS;Train;97
3461;sxmmt;CS;Train;69
3462;plgnc;CS;Train;76
3463;flxsg;CS;Train;23
3464;Zxtxt;CS;Train;51
3465;Rcstv;CS;Train;77
3466;Llnkz;CS;Train;51
3467;Dnckg;CS;Train;72
3468;Bnsln;CS;Test;14
3469;wgckt;CS;Train;96
3470;Schmm;CS;Train;24
3471;Rxndf;CS;Train;56
3472;Pcllb;CS;Train;76
3473;Fszpn;CS;Test;9
3474;Zgxgs;CS;Train;46
3475;Twqch;CS;Test;2
3476;Srpdk;CS;Train;78
3477;Sclnn;CS;Test;15
3478;Nrgpr;CS;Train;49
3479;Kdksg;CS;Train;73
3480;jyckt;CS;Train;56
3481;kngyr;CS;Train;85
3482;jngkn;CS;Test;6
3483;Cfrlm;CS;Train;88
3484;bvllt;CS;Train;39
3485;Wybnk;CS;Test;19
3486;Sngxl;CS;Train;77
3487;gngst;CS;Test;20
3488;zwxng;CS;Test;15
3489;stqmm;CS;Test;16
3490;Stcss;CS;Test;16
3491;Lfrds;CS;Train;42
3492;Hrdmn;CS;Train;84
3493;Qckhn;CS;Train;46
3494;Sdrlq;CS;Train;23
3495;Wdndd;CS;Train;78
3496;Tmtvr;CS;Train;33
3497;rctgs;CS;Train;56
3498;Glbvt;CS;Train;25
3499;Ffhlt;CS;Train;64
3500;dbrnr;CS;Train;27
3501;Gdzrn;CS;Train;30
3502;rmtfr;CS;Train;82
3503;Jhgxn;CS;Test;17
3504;qrgyb;CS;Train;56
3505;Nnfng;CS;Train;91
3506;Tnwnr;CS;Train;80
3507;sznkt;CS;Test;7
3508;Plvgn;CS;Test;20
3509;Nxtzl;CS;Train;26
3510;Lhsbt;CS;Train;60
3511;gmckc;CS;Test;12
3512;Grxss;CS;Train;89
3513;Wfhnt;CS;Test;20
3514;Wshrj;CS;Train;85
3515;Qmzkg;CS;Train;46
3516;Scxlq;CS;Train;25
3517;Rkssz;CS;Train;43
3518;Pzrlk;CS;Train;37
3519;Nlnty;CS;Train;24
3520;Lzdcr;CS;Train;42
3521;Lxsnr;CS;Train;38
3522;Drwht;CS;Train;57
3523;Trjjb;CS;Train;86
3524;Syrnq;CS;Train;40
3525;Pxpls;CS;Train;82
3526;Ltrnr;CS;Train;38
3527;Khrzx;CS;Train;42
3528;Trngz;CS;Train;29
3529;Sylch;CS;Train;64
3530;shndx;CS;Train;70
3531;Kcmmb;CS;Train;53
3532;Vrbjn;CS;Train;39
3533;cdlsn;CS;Test;6
3534;Bwngf;CS;Train;61
3535;nqtzb;CS;Train;78
3536;gntlv;CS;Train;86
3537;Drpng;CS;Train;98
3538;Thxtc;CS;Test;8
3539;Spwnd;CS;Test;7
3540;Pprnv;CS;Train;37
3541;dzckt;CS;Train;86
3542;Rftvn;CS;Train;22
3543;Klcmb;CS;Train;27
3544;Dclly;CS;Test;5
3545;twygt;CS;Train;71
3546;Mmhgc;CS;Train;94
3547;Vbhvt;CS;Test;19
3548;kqhrb;CS;Train;30
3549;bqhst;CS;Train;49
3550;bxtxn;CS;Train;68
3551;Schjl;CS;Train;21
3552;Rqmpf;CS;Train;33
3553;lvhns;CS;Train;100
3554;Hjlpt;CS;Train;66
3555;Frqst;CS;Test;11
3556;Bchlr;CS;Test;7
3557;Mxynr;CS;Train;22
3558;Lsjst;CS;Train;38
3559;Fndrn;CS;Train;87
3560;tctzs;CS;Test;13
3561;Pgssq;CS;Train;23
3562;lmhrt;CS;Train;79
3563;krfmm;CS;Train;94
3564;Knntx;CS;Train;89
3565;Jvdfm;CS;Train;88
3566;Zwvng;CS;Train;97
3567;wdnds;CS;Train;56
3568;trxgt;CS;Test;11
3569;Tsbzt;CS;Test;12
3570;Ncmmt;CS;Train;76
3571;Lqkjn;CS;Train;73
3572;Zxtrz;CS;Train;59
3573;Sprft;CS;Train;96
3574;Phztr;CS;Train;54
3575;Krxnk;CS;Train;92
3576;Jlhns;CS;Test;14
3577;gdyvl;CS;Train;25
3578;Fqsst;CS;Train;82
3579;bldtz;CS;Train;70
3580;blyms;CS;Test;15
3581;Zbhgc;CS;Train;49
3582;Tqnnl;CS;Train;70
3583;pxtzt;CS;Test;14
3584;nsdgt;CS;Train;29
3585;Msmqs;CS;Train;100
3586;knjll;CS;Train;32
3587;Kjrsn;CS;Train;81
3588;Hxlst;CS;Train;58
3589;Chrfs;CS;Test;10
3590;Tytmn;CS;Train;47
3591;Rdnnt;CS;Train;61
3592;ntpbm;CS;Train;73
3593;lxnkt;CS;Train;54
3594;Kjppq;CS;Train;73
3595;Sndtr;CS;Train;87
3596;Gvbmn;CS;Train;83
3597;zfrtf;CS;Train;28
3598;rfmts;CS;Train;67
3599;Mnntn;CS;Train;37
3600;Nbnst;CS;Train;64
3601;Wpjgk;CS;Train;31
3602;Vynvs;CS;Train;57
3603;rddls;CS;Train;35
3604;Mkssj;CS;Train;65
3605;lgvhx;CS;Test;19
3606;Lwchs;CS;Train;99
3607;Gfbrk;CS;Train;89
3608;Wntgn;CS;Train;35
3609;csshn;CS;Train;56
3610;Xhnxn;CS;Train;22
3611;Trgpp;CS;Train;92
3612;rjgst;CS;Train;69
3613;Mqrkt;CS;Test;4
3614;klmpf;CS;Train;32
3615;Grvll;CS;Train;93
3616;Frtpd;CS;Test;0
3617;Lpttv;CS;Test;4
3618;lmhnt;CS;Train;63
3619;Lbttx;CS;Train;22
3620;Kppph;CS;Train;56
3621;Nslzm;CS;Train;77
3622;Gryll;CS;Train;37
3623;Zlckr;CS;Test;4
3624;Jsdcs;CS;Test;5
3625;Fbstl;CS;Train;94
3626;Wfbst;CS;Train;55
3627;Srttn;CS;Train;39
3628;Mssch;CS;Train;35
3629;Kjdrx;CS;Train;74
3630;Gxvgz;CS;Test;9
3631;Gmngs;CS;Test;13
3632;Bcssk;CS;Train;98
3633;Byssj;CS;Train;76
3634;tyckt;CS;Train;87
3635;Lgppd;CS;Train;25
3636;Gfmmj;CS;Train;85
3637;Brrsb;CS;Train;73
3638;wkhrt;CS;Train;59
3639;Spmbt;CS;Train;46
3640;svhgt;CS;Train;92
3641;zbprg;CS;Train;87
3642;Lvnbt;CS;Train;41
3643;Gvssw;CS;Train;57
3644;Dqkbn;CS;Train;64
3645;Dnkls;CS;Train;39
3646;Bnbcn;CS;Test;7
3647;Zwdng;CS;Test;17
3648;Wzndy;CS;Test;19
3649;Bbssq;CS;Test;19
3650;xntwt;CS;Train;25
3651;rmnnz;CS;Test;6
3652;frbhv;CS;Test;17
3653;ydlrr;CS;Train;78
3654;Bryln;CS;Train;87
3655;Sjjck;CS;Train;45
3656;Ryhgn;CS;Train;45
3657;Qcytk;CS;Train;67
3658;Pkmpb;CS;Train;42
3659;Kvjft;CS;Test;19
3660;Kgmzl;CS;Train;33
3661;bmmdn;CS;Test;4
3662;Dqhwn;CS;Train;61
3663;Zlltz;CS;Train;80
3664;Wwlvs;CS;Train;31
3665;Lqbst;CS;Train;60
3666;Frsss;CS;Train;84
3667;dhsnz;CS;Train;95
3668;Wrsch;CS;Train;88
3669;Wkgls;CS;Test;19
3670;Tmwbg;CS;Train;33
3671;Svxgf;CS;Train;52
3672;Kfrvn;CS;Train;89
3673;Xlwds;CS;Train;66
3674;Brhch;CS;Train;23
3675;Bqtdn;CS;Train;51
3676;Mrchk;CS;Train;30
3677;Wbnzq;CS;Train;95
3678;Thxkx;CS;Test;5
3679;Rptbs;CS;Train;23
3680;pdstg;CS;Train;29
3681;mxltb;CS;Train;96
3682;lzbjn;CS;Test;0
3683;Klrsk;CS;Test;13
3684;Hbrtk;CS;Train;91
3685;Hwrtm;CS;Train;72
3686;kxnss;CS;Train;35
3687;jbgtj;CS;Train;31
3688;Hygvn;CS;Train;46
3689;jngfn;CS;Train;36
3690;Bzmbg;CS;Train;54
3691;Bndfn;CS;Test;6
3692;Snldt;CS;Train;35
3693;Rxtns;CS;Train;26
3694;Mcbzv;CS;Test;12
3695;Klgpf;CS;Train;61
3696;Hmsst;CS;Train;28
3697;Tnwzr;CS;Train;96
3698;lnsnh;CS;Train;41
3699;Lmtcs;CS;Train;48
3700;Spckn;CS;Train;79
3701;Swtzf;CS;Test;14
3702;Sqrcm;CS;Train;52
3703;Rmtxr;CS;Train;34
3704;rjllt;CS;Train;57
3705;mjngj;CS;Test;15
3706;Lsmnt;CS;Train;80
3707;dqldv;CS;Test;15
3708;Blmff;CS;Test;16
3709;bqldg;CS;Train;95
3710;Wzllr;CS;Train;84
3711;Wfpsb;CS;Train;47
3712;Rlrsg;CS;Train;67
3713;Wmtgp;CS;Train;82
3714;fjbrg;CS;Train;77
3715;Ktmjt;CS;Train;50
3716;wsrzn;CS;Train;22
3717;Wyrkp;CS;Train;61
3718;Pdbls;CS;Train;83
3719;lrnsl;CS;Train;60
3720;Kzntp;CS;Train;46
3721;Glpcd;CS;Train;39
3722;blxkn;CS;Train;75
3723;Ztthl;CS;Train;74
3724;Ymcht;CS;Train;40
3725;Wvchs;CS;Train;45
3726;Stqfr;CS;Train;56
3727;Shrws;CS;Test;0
3728;Srhfn;CS;Train;36
3729;rrgwn;CS;Train;36
3730;Mnnbr;CS;Test;6
3731;jrnbs;CS;Test;7
3732;fllly;CS;Train;84
3733;Nlfbn;CS;Train;77
3734;Dmcks;CS;Train;59
3735;Wylsz;CS;Train;83
3736;wbdhr;CS;Train;59
3737;spjrt;CS;Train;90
3738;Rwmpn;CS;Train;96
3739;Mgttv;CS;Train;88
3740;Lpsbs;CS;Train;100
3741;Grrdz;CS;Train;87
3742;Gcrdy;CS;Train;83
3743;Vxbkt;CS;Train;95
3744;Yndkn;CS;Train;34
3745;Dqrjn;CS;Test;10
3746;Crzsh;CS;Train;33
3747;Hrknx;CS;Train;82
3748;Rdfst;CS;Train;49
3749;Rltct;CS;Train;59
3750;Ppnnk;CS;Train;90
3751;Mhppj;CS;Test;11
3752;Kvtzd;CS;Train;83
3753;Gdnst;CS;Train;56
3754;zbmlt;CS;Train;67
3755;Schpr;CS;Test;9
3756;rwglq;CS;Test;7
3757;jwgst;CS;Train;45
3758;hdllp;CS;Train;27
3759;grnrh;CS;Train;60
3760;Cbvtr;CS;Train;98
3761;bdndn;CS;Train;97
3762;qhntj;CS;Train;69
3763;Vtqlh;CS;Train;100
3764;Stmrr;CS;Train;59
3765;Sytzw;CS;Train;49
3766;njxhj;CS;Test;19
3767;Lpsrr;CS;Train;61
3768;htnhb;CS;Train;97
3769;Gldws;CS;Test;14
3770;Frvst;CS;Train;30
3771;Frvnc;CS;Train;80
3772;Ddcks;CS;Train;91
3773;dxnkt;CS;Train;95
3774;Blqss;CS;Train;54
3775;wrtmg;CS;Test;0
3776;Vgsjm;CS;Train;56
3777;splkt;CS;Train;53
3778;Rxwdy;CS;Train;51
3779;lsndy;CS;Train;23
3780;lxkgq;CS;Train;22
3781;Hsxpr;CS;Train;78
3782;Wgrrn;CS;Train;76
3783;rgpbt;CS;Train;28
3784;Nmnnc;CS;Train;86
3785;Hmtbf;CS;Train;51
3786;Gnnkm;CS;Train;50
3787;bjmst;CS;Test;3
3788;Bqbyn;CS;Test;8
3789;Zhblt;CS;Train;22
3790;Wtdnt;CS;Train;58
3791;Tjnzt;CS;Train;90
3792;Prstq;CS;Train;23
3793;Psrks;CS;Test;12
3794;Mkttx;CS;Train;73
3795;Krzss;CS;Train;49
3796;Kldck;CS;Train;26
3797;Kljxs;CS;Train;61
3798;Fnhry;CS;Train;53
3799;Zxdxm;CS;Train;36
3800;wlnkt;CS;Train;59
3801;wkrft;CS;Test;20
3802;Tzstb;CS;Train;70
3803;Strwh;CS;Train;40
3804;Spstz;CS;Train;55
3805;Mglhn;CS;Test;18
3806;fncsz;CS;Train;28
3807;Clrry;CS;Train;73
3808;Rzlcx;CS;Train;65
3809;rsxmt;CS;Train;99
3810;Pqdbl;CS;Train;41
3811;Nlhyn;CS;Train;76
3812;Lwttk;CS;Train;70
3813;krstk;CS;Train;74
3814;Mlttr;CS;Train;79
3815;Dsvmn;CS;Train;53
3816;Dpntk;CS;Train;56
3817;Brggn;CS;Train;27
3818;Zvngs;CS;Test;6
3819;trlff;CS;Train;78
3820;Sjktb;CS;Train;62
3821;nybfl;CS;Test;16
3822;Mqdtb;CS;Test;4
3823;Hjrdj;CS;Test;4
3824;Hmdvs;CS;Test;0
3825;Gdfrg;CS;Train;89
3826;Fwttx;CS;Train;73
3827;Byjmn;CS;Train;31
3828;Schjb;CS;Test;6
3829;mvlst;CS;Train;67
3830;Mwdzn;CS;Train;54
3831;Kqvqn;CS;Train;33
3832;wnrkn;CS;Train;42
3833;Grbjn;CS;Train;80
3834;sttkl;CS;Train;60
3835;Sgrgt;CS;Train;30
3836;Qgjll;CS;Test;5
3837;lfttl;CS;Train;22
3838;Jnwql;CS;Test;5
3839;ftckt;CS;Train;32
3840;Fwlkk;CS;Train;42
3841;blhsq;CS;Train;39
3842;Wllpz;CS;Train;96
3843;Wdcht;CS;Train;82
3844;Vrnbn;CS;Train;99
3845;Pxlmw;CS;Train;45
3846;Krdcr;CS;Train;90
3847;Ydthl;CS;Train;51
3848;Wlnrg;CS;Train;75
3849;Stffl;CS;Train;87
3850;Spvqt;CS;Train;98
3851;Szrqp;CS;Train;94
3852;svhns;CS;Train;37
3853;Pfphl;CS;Train;86
3854;Nwhmm;CS;Train;38
3855;Mkndn;CS;Test;17
3856;Khfyr;CS;Test;4
3857;Bjndf;CS;Train;29
3858;Zwksg;CS;Train;52
3859;Wmtpn;CS;Train;70
3860;Vdrnt;CS;Train;77
3861;Vyslà;CS;Test;17
3862;Thqsy;CS;Train;95
3863;Rbgbp;CS;Test;5
3864;ptrkt;CS;Train;48
3865;Nfblp;CS;Train;31
3866;Klxtz;CS;Test;3
3867;Kkbnl;CS;Train;36
3868;grsgf;CS;Train;75
3869;Grlbt;CS;Train;24
3870;fklgt;CS;Train;24
3871;Frqss;CS;Train;92
3872;Cdkth;CS;Train;28
3873;brdvp;CS;Train;36
3874;Zdslf;CS;Test;13
3875;Wdhlf;CS;Train;60
3876;Nmckt;CS;Train;96
3877;sntvm;CS;Train;27
3878;Hvbjr;CS;Train;22
3879;Hjlbd;CS;Train;89
3880;Dtngs;CS;Train;75
3881;Wcvgs;CS;Train;88
3882;stsrr;CS;Train;90
3883;Rnytm;CS;Train;91
3884;Mskdx;CS;Train;48
3885;Lvsbl;CS;Train;42
3886;knsgn;CS;Train;90
3887;Hsrst;CS;Test;18
3888;Htkdh;CS;Test;12
3889;blfzs;CS;Train;75
3890;Trspf;CS;Test;20
3891;Trpnd;CS;Train;33
3892;Sphlt;CS;Test;5
3893;Mddrl;CS;Test;3
3894;Mpnds;CS;Train;41
3895;Mllzz;CS;Test;15
3896;Lhnsz;CS;Train;21
3897;Lpckt;CS;Train;42
3898;Hghsr;CS;Test;8
3899;Frnzy;CS;Train;21
3900;Bcnjm;CS;Train;47
3901;Bhckt;CS;Test;17
3902;Zltns;CS;Train;100
3903;Wccht;CS;Train;63
3904;Rxjnh;CS;Train;29
3905;Krstt;CS;Train;87
3906;Fsrlm;CS;Train;79
3907;flgtt;CS;Train;91
3908;Fpnpl;CS;Train;40
3909;dlwnd;CS;Train;76
3910;Wndys;CS;Train;52
3911;wfrtx;CS;Train;53
3912;trxyy;CS;Train;63
3913;Tvmfw;CS;Train;86
3914;spgrf;CS;Train;95
3915;Rhbxn;CS;Train;44
3916;Nrgrn;CS;Test;16
3917;mmsst;CS;Test;15
3918;Kkmpk;CS;Test;20
3919;Jqmbs;CS;Train;75
3920;hlhnm;CS;Train;56
3921;Gprkx;CS;Test;16
3922;dzckq;CS;Test;20
3923;clrcg;CS;Train;91
3924;Bpplv;CS;Train;42
3925;zzkgt;CS;Train;85
3926;rmvzt;CS;Test;3
3927;rfsbn;CS;Test;20
3928;pqrbr;CS;Train;88
3929;Mktnk;CS;Train;72
3930;Klwnf;CS;Train;49
3931;fklmt;CS;Train;96
3932;Tjchc;CS;Train;77
3933;Dympt;CS;Train;39
3934;Bmttd;CS;Train;42
3935;Jrtss;CS;Train;89
3936;zslhl;CS;Train;70
3937;Wskch;CS;Test;6
3938;Wqbmr;CS;Test;10
3939;tsppg;CS;Train;89
3940;Rnbxl;CS;Train;42
3941;rssty;CS;Train;59
3942;Pvtrv;CS;Test;6
3943;njfgr;CS;Train;93
3944;Mqlgt;CS;Train;100
3945;Mpdrg;CS;Train;73
3946;Lstzt;CS;Train;34
3947;Lmrnt;CS;Train;92
3948;Knnds;CS;Train;28
3949;Kgrls;CS;Test;16
3950;Kysrv;CS;Train;21
3951;Gryft;CS;Train;54
3952;Fnckt;CS;Test;11
3953;Bkhnn;CS;Train;48
3954;Bkldg;CS;Train;30
3955;Bdhrc;CS;Train;76
3956;Xthtn;CS;Train;36
3957;Svmmt;CS;Test;10
3958;Sttgn;CS;Train;40
3959;skhnt;CS;Test;6
3960;rltyt;CS;Train;34
3961;Pdnks;CS;Train;26
3962;Pkrzn;CS;Train;61
3963;Pxwnh;CS;Train;41
3964;Mnlhn;CS;Train;61
3965;mvgsr;CS;Test;20
3966;lfckt;CS;Test;1
3967;lcckt;CS;Test;11
3968;Bvnds;CS;Test;15
3969;Wzllx;CS;Train;64
3970;Wfcht;CS;Test;18
3971;Tlnks;CS;Train;42
3972;Tblzn;CS;Train;71
3973;Ssthm;CS;Test;8
3974;Psdzr;CS;Train;83
3975;Cchsb;CS;Train;76
3976;lvqht;CS;Train;25
3977;Klhrt;CS;Train;56
3978;Kfrwt;CS;Test;8
3979;Htfty;CS;Train;61
3980;fqtfl;CS;Test;16
3981;wggts;CS;Test;11
3982;Vzrsn;CS;Train;48
3983;Trygt;CS;Test;1
3984;Spdrt;CS;Train;41
3985;ryndq;CS;Train;30
3986;Mgnds;CS;Test;7
3987;Kdslz;CS;Test;13
3988;grdbw;CS;Train;35
3989;Gctmz;CS;Train;24
3990;Grnrj;CS;Train;32
3991;Ghmmw;CS;Train;81
3992;Gsssg;CS;Train;87
3993;bttcn;CS;Train;28
3994;Zlngn;CS;Train;38
3995;cnsrw;CS;Test;6
3996;Stfhz;CS;Train;96
3997;stkch;CS;Test;9
3998;Rnsch;CS;Train;73
3999;Pskzl;CS;Test;0
4000;Plpnd;CS;Train;83
4001;Pfvnd;CS;Train;76
4002;Lhvgr;CS;Train;84
4003;Lcprk;CS;Train;65
4004;Lxdft;CS;Train;53
4005;Knrpp;CS;Train;96
4006;Hxwkg;CS;Train;68
4007;hhbst;CS;Test;18
4008;Grlps;CS;Train;58
4009;Bdrws;CS;Train;41
4010;wmdmw;CS;Train;76
4011;Tdrxn;CS;Train;38
4012;Smlvd;CS;Train;53
4013;Rgppt;CS;Test;16
4014;rzvfj;CS;Train;49
4015;pwsst;CS;Train;80
4016;Mpzvm;CS;Train;26
4017;nxhpn;CS;Train;98
4018;mnldg;CS;Train;38
4019;lmhrv;CS;Train;52
4020;Kdrps;CS;Train;21
4021;Kwmnt;CS;Train;22
4022;klkgt;CS;Train;28
4023;Gkynk;CS;Test;18
4024;Gnsbr;CS;Train;57
4025;Fldrh;CS;Train;33
4026;Jrwch;CS;Train;90
4027;Cnhlm;CS;Train;95
4028;Brmtn;CS;Train;96
4029;Bklls;CS;Train;84
4030;Fnmst;CS;Test;5
4031;wtssr;CS;Train;70
4032;Wjspd;CS;Test;15
4033;wzhlt;CS;Train;81
4034;vdfrt;CS;Train;61
4035;Trjjb;CS;Train;37
4036;Spltt;CS;Train;26
4037;Skslm;CS;Train;41
4038;sdncl;CS;Train;89
4039;pltzg;CS;Test;9
4040;Pfvff;CS;Train;37
4041;Prpsr;CS;Test;8
4042;Krghb;CS;Train;49
4043;knhht;CS;Test;11
4044;Khlch;CS;Train;81
4045;Fnndn;CS;Train;44
4046;Ffnds;CS;Train;83
4047;Fpkzs;CS;Train;29
4048;Blknd;CS;Train;99
4049;Blcvd;CS;Train;63
4050;blthm;CS;Train;76
4051;Vlllr;CS;Train;58
4052;Rllwm;CS;Train;51
4053;dhnst;CS;Train;55
4054;Zrbrx;CS;Train;58
4055;Wrdth;CS;Train;68
4056;grslt;CS;Train;39
4057;Tdxks;CS;Train;69
4058;Spmtz;CS;Train;85
4059;Sjwhp;CS;Train;38
4060;sklrg;CS;Train;28
